Names,label,clean_tweet
ناصر عبدالرحمن محسن,1,ناصر عبدالرحمن محسن
ناصر رفعت ثابت,1,ناصر رفعت ثابت
ناصر إسماعيل صلاح,1,ناصر اسماعىل صلاح
ناصر الدين عبدالحكيم جمال,1,ناصر الدىن عبدالحكىم جمال
ناصر الدين رشوان فراج,1,ناصر الدىن رشوان فراج
ناصر الدين لطفي هاشم,1,ناصر الدىن لطفى هاشم
ناصف عبدالنور رضوان,1,ناصف عبدالنور رضوان
ناصف فتح مرتضى,1,ناصف فتح مرتضى
ناصف عبده عاطف,1,ناصف عبده عاطف
ناصيف مراد معتصم,1,ناصىف مراد معتصم
ناصيف ناصر الدين ظاهر,1,ناصىف ناصر الدىن ظاهر
ناصيف ناجح شاكر,1,ناصىف ناجح شاكر
نافع عبدالسلام تركي,1,نافع عبدالسلام تركى
نافع رضا عبدالهادي,1,نافع رضا عبدالهادى
نافع جعفر خليل,1,نافع جعفر خلىل
نبيل هواري عبدالجليل,1,نبىل هوارى عبدالجلىل
نبيل عمران بشر,1,نبىل عمران بشر
نبيل بسام راغب,1,نبىل بسام راغب
نبيه خضر ماجد,1,نبىه خضر ماجد
نبيه الحبيب سميع,1,نبىه الحبىب سمىع
نبيه بلال هواري,1,نبىه بلال هوارى
نجم نسيم عبدالباسط,1,نجم نسىم عبدالباسط
نجم رأفت شوكت,1,نجم رافت شوكت
نجم داوود عبدالرحمن,1,نجم داوود عبدالرحمن
نجم الدين مجدي طيب,1,نجم الدىن مجدى طىب
نجم الدين عبدالعظيم فاروق,1,نجم الدىن عبدالعظىم فاروق
نجم الدين عبدالعليم سلمان,1,نجم الدىن عبدالعلىم سلمان
نجيب حيدر عبدالله,1,نجىب حىدر عبدالله
نجيب فارس شاهر,1,نجىب فارس شاهر
نجيب تواب جبور,1,نجىب تواب جبور
نديم جعفر كاظم,1,ندىم جعفر كاظم
نديم فرقان سيد,1,ندىم فرقان سىد
نديم عبدي سلامة,1,ندىم عبدى سلامه
نزار وائل عبدالخالق,1,نزار وائل عبدالخالق
نزار سلمان بشير,1,نزار سلمان بشىر
نزار قصي زكريا,1,نزار قصى زكرىا
نسيم منيب عبدالعظيم,1,نسىم منىب عبدالعظىم
نسيم نافع عمير,1,نسىم نافع عمىر
نسيم مشعل ابراهيم,1,نسىم مشعل ابراهىم
نشأت عثمان فاروق,1,نشات عثمان فاروق
نشأت أمان مؤيد,1,نشات امان مؤىد
نشأت هاشم وسيم,1,نشات هاشم وسىم
نصار معتصم رفيق,1,نصار معتصم رفىق
نصار زاهر حسين,1,نصار زاهر حسىن
نصار عباد عبدالعظيم,1,نصار عباد عبدالعظىم
نصر رمضان فاضل,1,نصر رمضان فاضل
نصر غيث نبيه,1,نصر غىث نبىه
نصر أيمن أيمن,1,نصر اىمن اىمن
نصرت فتاح جبران,1,نصرت فتاح جبران
نصرت أديب نصوح,1,نصرت ادىب نصوح
نصرت عوض رائد,1,نصرت عوض رائد
نصوح ثروت ناصيف,1,نصوح ثروت ناصىف
نصوح مرزوق ليث,1,نصوح مرزوق لىث
نصوح ربيع نظمي,1,نصوح ربىع نظمى
نصيف جودت ريان,1,نصىف جودت رىان
نصيف ناصر تامر,1,نصىف ناصر تامر
نصيف قاسم حسني,1,نصىف قاسم حسنى
نضال نصار قصي,1,نضال نصار قصى
نضال عدي منيب,1,نضال عدى منىب
نضال صديق فضيل,1,نضال صدىق فضىل
نظمي شادي مهاب,1,نظمى شادى مهاب
نظمي هواري فاضل,1,نظمى هوارى فاضل
نظمي مصطفى مرشد,1,نظمى مصطفى مرشد
نعمان بشار ماهر,1,نعمان بشار ماهر
نعمان محسن جلال,1,نعمان محسن جلال
نعمان نصر عبدي,1,نعمان نصر عبدى
نعمت أيوب شاكر,1,نعمت اىوب شاكر
نعمت فكري رؤوف,1,نعمت فكرى رؤوف
نعمت ناجح شمس الدين,1,نعمت ناجح شمس الدىن
نعيم ناصر الدين ناصر الدين,1,نعىم ناصر الدىن ناصر الدىن
نعيم ظاهر راكان,1,نعىم ظاهر راكان
نعيم علي عبدالجميل,1,نعىم على عبدالجمىل
نوار فهيم ريان,1,نوار فهىم رىان
نوار لطفي مصعب,1,نوار لطفى مصعب
نوار فاضل عتابة,1,نوار فاضل عتابه
نواف مبارك سعود,1,نواف مبارك سعود
نواف نصر مظفر,1,نواف نصر مظفر
نواف جهاد عبدالفتاح,1,نواف جهاد عبدالفتاح
نوح رامز آدم,1,نوح رامز ادم
نوح توفيق عبدالرزاق,1,نوح توفىق عبدالرزاق
نوح عنبر سلمان,1,نوح عنبر سلمان
نوري نوح وسام,1,نورى نوح وسام
نوري شهيد قاسم,1,نورى شهىد قاسم
نوري بشار عرفات,1,نورى بشار عرفات
نوفل عبدالجبار فارس,1,نوفل عبدالجبار فارس
نوفل أمجد يحيى,1,نوفل امجد ىحىى
نوفل شمس الدين سعدون,1,نوفل شمس الدىن سعدون
هادي غانم أسلم,1,هادى غانم اسلم
هادي الخضر ماضي,1,هادى الخضر ماضى
هادي حماد فتحي,1,هادى حماد فتحى
هاشم حسان سامر,1,هاشم حسان سامر
هاشم جرير باهر,1,هاشم جرىر باهر
هاشم عوني عبودة,1,هاشم عونى عبوده
هاني باسل شاكر,1,هانى باسل شاكر
هاني غيد آدم,1,هانى غىد ادم
هاني هجرس عبدالنور,1,هانى هجرس عبدالنور
هجرس آدم عثمان,1,هجرس ادم عثمان
هجرس فتوح غافر,1,هجرس فتوح غافر
هجرس إيهاب عبدالشكور,1,هجرس اىهاب عبدالشكور
هشام وسيم سميع,1,هشام وسىم سمىع
هشام رباح حماد,1,هشام رباح حماد
هشام عبدالعزيز بهجت,1,هشام عبدالعزىز بهجت
هلال بطرس كارم,1,هلال بطرس كارم
هلال نادر ليث,1,هلال نادر لىث
هلال تهامي حسن,1,هلال تهامى حسن
هواري عبدالحفيظ سالم,1,هوارى عبدالحفىظ سالم
هواري مهدي نظمي,1,هوارى مهدى نظمى
هواري مصطفى قصي,1,هوارى مصطفى قصى
هيثم عبدالحكيم هادي,1,هىثم عبدالحكىم هادى
هيثم وفيق نسيم,1,هىثم وفىق نسىم
هيثم فواز عبدالرشيد,1,هىثم فواز عبدالرشىد
وائل سمير هيثم,1,وائل سمىر هىثم
وائل فضل إدريس,1,وائل فضل ادرىس
وائل داود إياس,1,وائل داود اىاس
وسام عجرم ثروت,1,وسام عجرم ثروت
وسام جبور توفيق,1,وسام جبور توفىق
وسام يعقوب عدنان,1,وسام ىعقوب عدنان
وسيم حسن عمير,1,وسىم حسن عمىر
وسيم رضا مشاري,1,وسىم رضا مشارى
وسيم أدهم زايد,1,وسىم ادهم زاىد
وفيق صافي عبدالرشيد,1,وفىق صافى عبدالرشىد
وفيق ساهر جهاد,1,وفىق ساهر جهاد
وفيق مشعل نشأت,1,وفىق مشعل نشات
وليد هيثم عبدالجبار,1,ولىد هىثم عبدالجبار
وليد جليل ناجي,1,ولىد جلىل ناجى
وليد سامر كارم,1,ولىد سامر كارم
ياسر عبدالجليل مهند,1,ىاسر عبدالجلىل مهند
ياسر عراب صلاح,1,ىاسر عراب صلاح
ياسر ظافر عبدالعظيم,1,ىاسر ظافر عبدالعظىم
يحيى عبد الحسين منتصر,1,ىحىى عبد الحسىن منتصر
يحيى قاسم كامل,1,ىحىى قاسم كامل
يحيى سامر عراب,1,ىحىى سامر عراب
يزيد يزيد عامر,1,ىزىد ىزىد عامر
يزيد خليفة مرسي,1,ىزىد خلىفه مرسى
يزيد داوود سلمان,1,ىزىد داوود سلمان
يعقوب نجم فهمي,1,ىعقوب نجم فهمى
يعقوب عبدالعظيم عمرو,1,ىعقوب عبدالعظىم عمرو
يعقوب أمان ربيع,1,ىعقوب امان ربىع
آلاء بشير زاهر,1,الاء بشىر زاهر
آلاء ربيع أيوب,1,الاء ربىع اىوب
آلاء عبودة عبده,1,الاء عبوده عبده
آمال عابد حماد,1,امال عابد حماد
آمال جميل ظاهر,1,امال جمىل ظاهر
آمال نادر مهند,1,امال نادر مهند
آمنة نصيف يعقوب,1,امنه نصىف ىعقوب
آمنة طارق خطاب,1,امنه طارق خطاب
آمنة مصباح وفيق,1,امنه مصباح وفىق
آيات إحسان داود,1,اىات احسان داود
آيات معتصم مهدي,1,اىات معتصم مهدى
آيات وسيم سراج,1,اىات وسىم سراج
آية ناصف منعم,1,اىه ناصف منعم
آية عزيز إياد,1,اىه عزىز اىاد
آية عتاب عبدالجليل,1,اىه عتاب عبدالجلىل
إباء مصعب عون,1,اباء مصعب عون
إباء اسلم مؤيد,1,اباء اسلم مؤىد
إباء مشعل حماد,1,اباء مشعل حماد
أبرار فاتح عبدالباقي,1,ابرار فاتح عبدالباقى
أبرار عباس تيسير,1,ابرار عباس تىسىر
أبرار بشير إهاب,1,ابرار بشىر اهاب
أثير نصرت زاهي,1,اثىر نصرت زاهى
أثير فهمي خطاب,1,اثىر فهمى خطاب
أثير إبراهيم جودة,1,اثىر ابراهىم جوده
أثيل نادر رعد,1,اثىل نادر رعد
أثيل راشد مصعب,1,اثىل راشد مصعب
أثيل سعود جلال,1,اثىل سعود جلال
أحلام عليم غيث,1,احلام علىم غىث
أحلام عبدالخالق ممدوح,1,احلام عبدالخالق ممدوح
أحلام عبدالحليم غانم,1,احلام عبدالحلىم غانم
أرجوان مهدي حمزة,1,ارجوان مهدى حمزه
أرجوان مرشدي عبدالعظيم,1,ارجوان مرشدى عبدالعظىم
أرجوان عبدي عبيدة,1,ارجوان عبدى عبىده
أروى غالب تواب,1,اروى غالب تواب
أروى رافع عجرم,1,اروى رافع عجرم
أروى نصرت راكان,1,اروى نصرت راكان
أريام عبدالحكيم مصعب,1,ارىام عبدالحكىم مصعب
أريام شهاب منذر,1,ارىام شهاب منذر
أريام عوف صلاح,1,ارىام عوف صلاح
أريج مراد سليم,1,ارىج مراد سلىم
أريج عبدالله عوف,1,ارىج عبدالله عوف
أريج راكان فوزي,1,ارىج راكان فوزى
أزهار تميم جلال,1,ازهار تمىم جلال
أزهار سيد نصار,1,ازهار سىد نصار
أزهار غازي يحيى,1,ازهار غازى ىحىى
أسرار عبدالجبار ساجد,1,اسرار عبدالجبار ساجد
أسرار نبيل عاطف,1,اسرار نبىل عاطف
أسرار فتحي نواف,1,اسرار فتحى نواف
أسماء تواب قاسم,1,اسماء تواب قاسم
أسماء فاتن باهر,1,اسماء فاتن باهر
أسماء عبدو مراد,1,اسماء عبدو مراد
أسمى منتصر راجي,1,اسمى منتصر راجى
أسمى عبدالرحمن ناصيف,1,اسمى عبدالرحمن ناصىف
أسمى عبدالحي سعود,1,اسمى عبدالحى سعود
أسيل تميم عبدالله,1,اسىل تمىم عبدالله
أسيل هلال شفيع,1,اسىل هلال شفىع
أسيل نوري هواري,1,اسىل نورى هوارى
أشجان شفيع محرم,1,اشجان شفىع محرم
أشجان عبدالعليم مازن,1,اشجان عبدالعلىم مازن
أشجان وسيم عطا,1,اشجان وسىم عطا
أطياف عوني مبروك,1,اطىاف عونى مبروك
أطياف بسيم عاطف,1,اطىاف بسىم عاطف
أطياف ناصف طارق,1,اطىاف ناصف طارق
أغاريد نصرت حيدر,1,اغارىد نصرت حىدر
أغاريد أنس معتصم,1,اغارىد انس معتصم
أغاريد أسعد فخري,1,اغارىد اسعد فخرى
أفراح عبدالمجيد عزيز,1,افراح عبدالمجىد عزىز
أفراح خلف عادل,1,افراح خلف عادل
أفراح ياسر هاني,1,افراح ىاسر هانى
أفكار خلف عماد,1,افكار خلف عماد
أفكار مخلص الحبيب,1,افكار مخلص الحبىب
أفكار علي رشوان,1,افكار على رشوان
أفنان نصرت هيثم,1,افنان نصرت هىثم
أفنان رافع رمزي,1,افنان رافع رمزى
